stuff,Unnamed: 1,Linux-Resnet152-6train_acc,Linux-Resnet152-6valid_acc,Linux-Resnet152-6train_loss,Linux-Resnet152-6valid_loss
,,0.6764227642276422,0.6823014383989994,0.6385072823613882,0.6281365272402764
,,0.6820512820512821,0.6823014383989994,0.6099268700927496,0.6486524170637131
,,0.6903064415259538,0.6823014383989994,0.5979595873504877,0.9346083789132535
,,0.7143214509068168,0.6823014383989994,0.5762889506295323,0.6784599030762911
,,0.7507191994996874,0.6823014383989994,0.5328489700332284,0.7033436853438616
,,0.7689806128830519,0.6823014383989994,0.5195422014221549,0.9060586216300726
,,0.7555972482801752,0.3470919324577861,0.5327599216252565,2.894676926136017
,,0.7702313946216385,0.6823014383989994,0.5115181654691696,0.6280836986005306
,,0.7732332707942464,0.3333333333333333,0.500262294895947,1.6132826101779938
,,0.7771106941838649,0.6823014383989994,0.5033429563045502,0.6592089042812586
